id,age,educate,income,vote,white
1615,36,11.0,2.4189,0,1
1616,67,12.0,1.4498,1,1
1617,21,14.0,7.7751,1,1
1618,34,15.0,11.2307,1,1
1619,52,9.0,3.6476,1,1
1620,70,10.0,2.3866,1,1
1621,36,12.0,4.0702,1,1
1622,23,10.0,1.3566,0,1
1623,61,12.0,2.0021,1,1
1624,48,16.0,8.3565,1,1
1625,37,14.0,4.3754,1,1
1626,57,10.0,1.8429,1,1
1627,21,15.0,3.7435,1,1
1628,32,11.0,2.7068,0,1
1629,82,9.0,0.4607,1,1
1630,31,14.0,4.4312,1,1
1631,25,14.0,4.2313,1,1
1632,67,12.0,2.2706,0,1
1633,36,8.0,1.8561,0,1
1634,28,12.0,5.4713,1,1
1635,46,14.0,4.6408,1,1
1636,52,12.0,9.5029,1,1
1637,62,19.0,2.8311,1,1
1638,33,13.0,1.4498,1,1
1639,20,14.0,2.1319,1,1
1640,34,16.0,3.4183,1,0
1641,45,16.0,6.3352,0,1
1642,61,9.0,2.8997,1,1
1643,50,8.0,0.6911,0,0
1644,21,12.0,3.7435,1,1
1645,19,13.0,0.6177,1,1
1646,34,12.0,3.7042,1,1
1647,53,7.0,0.7594,1,1
1648,28,9.0,2.4803,0,1
1649,57,8.0,3.2949,0,1
1650,66,16.0,5.2331,1,1
1651,40,14.0,6.6298,1,1
1652,58,10.0,4.4312,1,1
1653,58,12.0,9.1907,1,1
1654,69,8.0,1.3566,0,1
1655,46,14.0,1.555,1,0
1656,60,11.0,1.0942,1,1
1657,50,16.0,11.2351,1,1
1658,40,13.0,3.7435,1,0
1659,36,13.0,0.2917,1,1
1660,26,14.0,4.3348,1,1
1661,22,12.0,0.6304,1,0
1662,69,4.0,0.7594,0,0
1663,42,10.0,3.9394,0,1
1664,42,17.0,11.2307,1,0
1665,34,9.0,3.8797,1,1
1666,36,8.0,2.7852,0,1
1667,45,17.0,8.7545,1,0
1668,66,7.0,3.3834,1,1
1669,36,19.0,4.4876,1,1
1670,41,12.0,4.4578,1,1
1671,54,9.0,4.4312,1,1
1672,19,12.0,8.722000000000001,1,1
1673,29,12.0,5.4713,1,1
1674,35,12.0,3.7042,1,1
1675,49,12.0,5.2331,1,1
1676,82,10.0,0.8284,0,1
1677,36,13.0,3.1676,1,1
1678,31,16.0,8.7517,1,1
1679,67,12.0,4.4578,1,1
1680,35,6.0,2.7852,0,0
1681,22,11.0,2.5196,0,0
1682,70,14.0,5.8684,1,1
1683,62,13.0,5.9469,1,1
1684,48,7.0,3.4183,1,0
1685,31,12.0,4.8954,1,1
1686,72,11.0,1.1893,1,1
1687,54,11.0,3.3558,1,1
1688,33,14.0,2.2856,1,1
1689,72,7.0,1.0212,0,1
1690,25,14.0,3.7042,0,1
1691,77,9.0,0.2253,0,1
1692,37,14.0,5.1229,1,1
1693,67,10.0,0.5813,1,0
1694,27,15.0,1.5879,1,1
1695,33,17.0,4.8954,1,0
1696,45,16.0,8.7517,1,1
1697,79,12.0,1.0212,1,1
1698,25,14.0,6.7838,0,1
1699,72,12.0,2.0299,1,1
1700,37,12.0,3.4183,0,1
1701,45,17.0,9.5029,1,1
1702,49,12.0,2.4189,0,1
1703,55,6.0,0.253,0,0
1704,63,11.0,1.4055,1,1
1705,47,6.0,1.7723,0,1
1706,26,12.0,0.6765,1,1
1707,36,12.0,3.7042,1,0
1708,70,8.0,1.7443,1,1
1709,39,12.0,4.4312,1,1
1710,23,16.0,3.2949,1,1
1711,34,14.0,2.7852,1,0
1712,35,13.0,4.3754,0,1
1713,58,12.0,6.3352,1,1
1714,51,12.0,4.3348,1,1
1715,22,14.0,4.9624,0,1
1716,28,16.0,7.0036,1,1
1717,37,16.0,6.3304,1,1
1718,24,12.0,3.7972,0,1
1719,67,19.0,5.1229,1,1
1720,23,10.0,2.3866,0,1
1721,30,8.0,8.7545,1,0
1722,50,10.0,4.2857,1,1
1723,22,13.0,0.7568,1,1
1724,26,11.0,3.0639999999999996,0,1
1725,68,13.0,3.7435,1,1
1726,50,11.0,4.0702,1,1
1727,32,19.0,14.9247,1,1
1728,83,7.0,0.7953,0,1
1729,77,12.0,0.978,1,1
1730,45,14.0,4.8901,1,1
1731,32,16.0,2.4868,1,1
1732,43,12.0,5.178,0,1
1733,51,12.0,4.6408,1,1
1734,78,9.0,1.6472,1,1
1735,42,13.0,5.8684,1,1
1736,74,12.0,1.726,1,1
1737,75,4.0,0.7594,1,1
1738,87,10.0,0.5813,1,1
1739,28,12.0,3.2949,0,1
1740,46,7.0,0.7594,1,0
1741,45,12.0,2.9161,1,1
1742,52,12.0,3.6476,1,1
1743,50,12.0,3.4183,1,1
1744,84,9.0,1.1277,0,1
1745,86,8.0,0.2253,0,1
1746,29,11.0,3.9394,1,1
1747,36,17.0,4.3348,1,1
1748,26,12.0,3.7042,1,1
1749,78,16.0,1.3131,1,1
1750,29,13.0,3.0639999999999996,0,1
1751,32,17.0,4.3195,1,1
1752,25,12.0,4.0702,1,1
1753,79,8.0,1.261,1,1
1754,72,8.0,4.4312,0,1
1755,69,12.0,8.3565,1,1
1756,26,12.0,1.8967,1,0
1757,69,12.0,2.522,1,1
1758,49,14.0,11.2307,1,1
1759,43,9.0,0.9689,1,1
1760,18,10.0,0.2364,1,1
1761,42,19.0,4.4876,1,1
1762,37,14.0,2.8311,1,1
1763,24,12.0,7.0281,1,0
1764,57,16.0,3.8606,0,1
1765,39,14.0,8.722000000000001,1,1
1766,22,13.0,4.6493,0,0
1767,42,12.0,1.7723,1,0
1768,42,12.0,3.4183,1,1
1769,53,19.0,10.1506,1,1
1770,23,12.0,1.3566,0,1
1771,30,13.0,5.178,0,1
1772,54,19.0,9.5029,1,1
1773,23,16.0,0.2364,1,1
1774,40,12.0,0.2649,1,1
1775,43,12.0,8.7517,1,1
1776,59,12.0,0.2917,0,0
1777,30,11.0,3.8797,1,1
1778,49,14.0,2.4193,0,1
1779,26,12.0,1.5788,0,0
1780,63,4.0,2.2092,0,1
1781,59,10.0,2.0299,1,1
1782,21,12.0,1.8561,1,1
1783,71,8.0,2.5545,1,1
1784,64,14.0,3.3458,1,1
1785,18,11.0,3.6476,0,1
1786,21,8.0,2.7852,0,0
1787,25,11.0,2.0543,0,1
1788,37,12.0,6.7838,1,1
1789,63,8.0,3.9394,1,1
1790,56,15.0,3.46,1,1
1791,23,16.0,0.2071,1,1
1792,66,16.0,4.6408,1,1
1793,47,16.0,8.3565,1,1
1794,39,17.0,10.0376,1,1
1795,46,14.0,11.8908,1,1
1796,39,15.0,6.9491,1,0
1797,60,8.0,2.5545,1,0
1798,82,10.0,1.5788,0,1
1799,67,8.0,1.3257,1,1
1800,52,12.0,3.1676,0,1
1801,24,10.0,0.7594,0,0
1802,26,11.0,1.3257,1,0
1803,21,14.0,1.2094,1,0
1804,26,9.0,2.7852,1,1
1805,31,17.0,4.4876,0,1
1806,58,12.0,9.1907,1,1
1807,34,16.0,5.4713,1,0
1808,47,16.0,7.5945,1,1
1809,57,12.0,4.4312,1,1
1810,21,12.0,1.2094,1,1
1811,31,11.0,2.7068,0,1
1812,31,12.0,2.4803,1,1
1813,57,12.0,1.4055,1,1
1814,52,13.0,2.522,1,1
1815,41,12.0,2.2788,0,1
1816,41,9.0,4.6408,1,1
1817,27,12.0,4.8901,0,1
1818,51,13.0,7.7751,1,1
1819,75,12.0,3.1676,1,1
1820,21,12.0,2.9072,0,1
1821,47,8.0,2.7852,1,1
1822,42,19.0,8.7517,1,1
1823,72,14.0,4.8954,1,1
1824,46,12.0,4.6493,0,1
1825,29,12.0,5.3986,1,1
1826,82,8.0,0.8284,0,1
1827,45,12.0,6.6298,1,1
1828,32,16.0,1.5879,1,1
1829,65,9.0,2.3866,1,1
1830,21,12.0,2.7852,1,1
1831,66,17.0,8.4934,1,1
1832,26,16.0,1.8967,0,1
1833,40,13.0,6.274,1,1
1834,29,12.0,4.2313,1,1
1835,71,12.0,0.9689,0,1
1836,28,13.0,9.3205,1,0
1837,57,8.0,3.3558,0,1
1838,23,12.0,2.1319,1,1
1839,40,13.0,0.4607,0,1
1840,79,5.0,0.5813,1,1
1841,46,19.0,11.8908,1,1
1842,24,12.0,0.9689,0,1
1843,22,12.0,3.7042,0,1
1844,54,7.0,0.2364,1,0
1845,79,16.0,1.9045,1,1
1846,39,19.0,6.3352,1,1
1847,77,14.0,1.3566,1,1
1848,69,12.0,1.6218,1,1
1849,19,12.0,2.5196,0,1
1850,20,13.0,0.4118,0,1
1851,23,12.0,1.7723,0,1
1852,36,14.0,6.9491,1,1
1853,22,12.0,9.1907,1,1
1854,29,12.0,5.9469,1,1
1855,65,0.0,0.2253,0,1
1856,22,16.0,0.0,1,1
1857,70,14.0,2.522,1,1
1858,71,7.0,0.7294,1,1
1859,32,12.0,3.0639999999999996,0,1
1860,23,12.0,1.655,1,0
1861,54,10.0,1.2659,1,1
1862,65,12.0,11.2351,1,1
1863,83,10.0,0.7568,0,0
1864,32,16.0,6.7838,1,1
1865,47,12.0,5.9111,0,0
1866,28,17.0,5.9111,1,1
1867,50,12.0,3.8797,1,1
1868,45,19.0,11.8908,1,1
1869,45,19.0,5.6622,1,1
1870,25,12.0,4.3348,1,1
1871,21,10.0,2.4189,0,1
1872,46,12.0,5.2331,1,1
1873,62,14.0,2.9072,1,1
1874,72,10.0,1.3246,0,1
1875,55,12.0,3.7435,1,1
1876,68,13.0,3.2449,1,1
1877,39,12.0,4.4312,1,1
1878,28,14.0,4.669,1,1
1879,48,6.0,0.5523,0,0
1880,35,12.0,1.3246,1,1
1881,40,14.0,3.3834,0,1
1882,62,4.0,0.7594,1,0
1883,36,16.0,11.2307,1,1
1884,22,14.0,0.2364,1,1
1885,27,9.0,11.6294,0,1
1886,55,12.0,4.6493,1,0
1887,41,19.0,11.8908,1,1
1888,75,0.0,0.2649,0,0
1889,59,12.0,3.46,1,1
1890,25,13.0,3.8606,1,1
1891,53,8.0,6.3304,1,1
1892,26,12.0,5.2331,1,1
1893,56,12.0,6.0903,0,1
1894,25,19.0,3.3834,1,1
1895,42,12.0,5.9111,1,1
1896,69,5.0,0.7294,1,1
1897,33,11.0,1.1839,0,1
1898,21,12.0,2.5196,1,1
1899,73,12.0,1.9045,1,1
1900,46,13.0,5.3986,1,1
1901,42,10.0,3.3834,0,1
1902,66,19.0,7.5945,1,1
1903,22,16.0,9.5029,1,1
1904,73,16.0,2.4189,0,1
1905,58,16.0,6.3352,1,1
1906,46,16.0,4.3754,1,1
1907,29,12.0,4.0006,0,1
1908,61,6.0,6.6992,1,1
1909,78,8.0,0.9689,0,1
1910,30,16.0,6.3352,0,1
1911,32,13.0,2.2092,1,1
1912,58,12.0,3.7435,1,1
1913,39,8.0,3.2949,1,1
1914,82,13.0,0.7568,0,0
1915,29,12.0,0.2364,1,0
1916,35,13.0,11.2351,1,1
1917,56,7.0,1.8561,0,1
1918,28,12.0,3.4183,0,1
1919,25,12.0,3.3102,0,1
1920,31,14.0,3.1356,0,1
1921,51,19.0,11.2351,1,1
1922,38,7.0,3.4183,1,0
1923,46,12.0,12.4066,1,1
1924,50,12.0,2.522,1,1
1925,53,16.0,1.7723,1,1
1926,42,8.0,5.2331,0,1
1927,22,9.0,1.3566,0,1
1928,44,11.0,2.917,0,1
1929,26,14.0,3.4183,1,1
1930,34,12.0,3.2949,0,1
1931,64,14.0,2.4189,1,1
1932,38,7.0,1.5788,0,0
1933,46,12.0,5.3986,1,1
1934,53,12.0,1.3131,0,0
1935,28,12.0,5.9111,0,1
1936,36,12.0,4.669,0,1
1937,43,8.0,12.4066,0,1
1938,26,12.0,3.1676,1,0
1939,53,12.0,1.6472,0,1
1940,67,9.0,5.178,1,1
1941,82,8.0,1.261,1,1
1942,69,8.0,2.2706,1,1
1943,79,12.0,1.9703,1,1
1944,70,7.0,2.2788,1,1
1945,23,12.0,1.8967,1,1
1946,41,12.0,5.2331,1,1
1947,29,16.0,2.2856,1,1
1948,78,16.0,2.3866,1,1
1949,33,16.0,3.6476,1,1
1950,64,10.0,1.6472,1,1
1951,38,11.0,4.2313,1,1
1952,56,12.0,4.4312,1,1
1953,68,6.0,0.7594,0,0
1954,75,14.0,3.8606,1,1
1955,41,19.0,14.9247,1,1
1956,37,16.0,11.2307,1,1
1957,52,10.0,1.5788,1,1
1958,67,6.0,2.7068,1,1
1959,43,14.0,6.3304,1,1
1960,35,12.0,0.5523,0,1
1961,63,12.0,1.1277,1,1
1962,48,16.0,6.5589,0,1
1963,23,16.0,2.4189,1,1
1964,56,12.0,6.9491,1,1
1965,52,12.0,5.4713,1,1
1966,73,12.0,1.9703,1,1
1967,30,16.0,3.6476,1,1
1968,28,11.0,2.1309,0,1
1969,44,14.0,8.722000000000001,1,1
1970,57,17.0,2.8997,1,1
1971,24,16.0,6.9491,1,1
1972,71,14.0,6.7838,1,1
1973,30,19.0,4.2857,1,0
1974,66,12.0,9.1907,1,1
1975,37,14.0,3.3102,1,1
1976,24,12.0,0.1727,0,0
1977,27,14.0,6.0903,1,1
1978,32,12.0,2.5196,0,1
1979,47,12.0,2.7852,0,1
1980,51,14.0,4.0702,0,1
1981,60,11.0,1.3566,1,1
1982,43,11.0,1.5788,1,0
1983,26,13.0,4.8954,1,1
1984,50,8.0,2.2788,1,1
1985,39,12.0,3.4183,1,1
1986,78,8.0,1.3566,1,1
1987,24,11.0,3.4183,1,1
1988,62,9.0,0.7294,0,0
1989,74,12.0,2.8311,1,1
1990,48,9.0,2.2788,1,1
1991,76,7.0,1.3566,1,1
1992,30,19.0,3.58,1,1
1993,28,12.0,6.3304,1,1
1994,58,12.0,0.1936,0,1
1995,22,7.0,0.2364,0,1
1996,26,16.0,3.3834,0,1
1997,34,12.0,2.917,1,1
1998,51,16.0,7.8949,1,1
1999,22,10.0,2.4811,0,1
2000,59,10.0,0.5523,0,1
